1717027200,BTCUSDT,60,67676,67867,67552.4,67597.7
1717030800,BTCUSDT,60,67597.7,67912,67483.5,67831.3
1717034400,BTCUSDT,60,67831.3,68239.3,67811,67980.1
1717038000,BTCUSDT,60,67980.1,68225,67950,68150
1717041600,BTCUSDT,60,68150,68455.7,68010,68198.2
1717045200,BTCUSDT,60,68198.2,68225,68000,68168.9
1717048800,BTCUSDT,60,68168.9,68218.7,67738.6,67860.3
1717052400,BTCUSDT,60,67860.3,68070.1,67523.7,67606.6
1717056000,BTCUSDT,60,67606.6,67799.4,67137,67706
1717059600,BTCUSDT,60,67706,67798.2,67469.9,67765.9
1717063200,BTCUSDT,60,67765.9,68028.2,67554.6,67951.3
1717066800,BTCUSDT,60,67951.3,68153,67819.9,67819.9
1717070400,BTCUSDT,60,67819.9,68340.8,67760.1,68157.4
1717074000,BTCUSDT,60,68157.4,68733.8,68052.6,68641.7
1717077600,BTCUSDT,60,68641.7,68855,68271.5,68400.1
1717081200,BTCUSDT,60,68400.1,68651.1,68180.2,68558.9
1717084800,BTCUSDT,60,68558.9,68761.5,68405.6,68722.9
1717088400,BTCUSDT,60,68722.9,69560,68710,69354.9
1717092000,BTCUSDT,60,69354.9,69472.4,69123,69401.9
1717095600,BTCUSDT,60,69401.9,69404,68451.7,68677.5
1717099200,BTCUSDT,60,68677.5,68687.7,68023.8,68477.8
1717102800,BTCUSDT,60,68477.8,68555.2,68335.3,68438
1717106400,BTCUSDT,60,68438,68450,68239.2,68325.2
1717110000,BTCUSDT,60,68325.2,68549.1,68250.2,68371.8
